key,types,level_one,level_two
"30.07,-94.80",premise,Liberty,Texas
"30.07,-95.41",establishment,Spring,Texas
"30.08,-94.78",premise,Liberty,Texas
"30.09,-81.42",street_address,Ponte Vedra Beach,Florida
"30.10,-81.41",route,St. Johns County,Florida
"30.10,-81.42",premise,Ponte Vedra Beach,Florida
"30.10,-85.69",street_address,Tyndall Air Force Base,Florida
"30.10,-85.70",postal_code,Bay County,Florida
"30.11,-81.39",route,St. Johns County,Florida
"30.11,-81.42",street_address,Ponte Vedra Beach,Florida
"30.11,-85.69",route,Bay County,Florida
"30.11,-85.70",route,Bay County,Florida
"30.11,-85.73",route,Bay County,Florida
"30.11,-91.04",street_address,Donaldsonville,Louisiana
"30.12,-81.38",route,St. Johns County,Florida
"30.12,-81.39",route,St. Johns County,Florida
"30.12,-81.40",route,St. Johns County,Florida
"30.12,-85.71",postal_code,Bay County,Florida
"30.13,-81.38",street_address,Ponte Vedra Beach,Florida
"30.13,-81.39",street_address,Ponte Vedra Beach,Florida
"30.13,-90.93",street_address,Donaldsonville,Louisiana
"30.14,-81.37",route,St. Johns County,Florida
"30.14,-81.38",premise,Ponte Vedra Beach,Florida
"30.14,-89.86",route,New Orleans,Louisiana
"30.14,-90.92",postal_code,Louisiana,Louisiana
"30.14,-90.93",street_address,Darrow,Louisiana
"30.15,-81.37",street_address,Ponte Vedra Beach,Florida
"30.15,-81.38",street_address,Ponte Vedra Beach,Florida
"30.15,-81.39",premise,Ponte Vedra Beach,Florida
"30.15,-85.66",street_address,Panama City,Florida
"30.15,-89.85",route,Orleans Parish,Louisiana
"30.16,-85.68",street_address,Panama City,Florida
"30.16,-85.69",street_address,Panama City,Florida
"30.16,-85.70",street_address,Panama City,Florida
"30.16,-90.91",premise,Gonzales,Louisiana
"30.16,-90.92",street_address,Gonzales,Louisiana
"30.17,-81.39",street_address,Ponte Vedra Beach,Florida
"30.17,-81.40",premise,Ponte Vedra Beach,Florida
"30.17,-85.79",street_address,Panama City Beach,Florida
"30.17,-85.80",street_address,Panama City Beach,Florida
"30.17,-85.81",street_address,Panama City Beach,Florida
"30.18,-85.81",street_address,Long Beach,Florida
"30.19,-85.61",street_address,Highland City,Florida
"30.19,-85.62",street_address,Highland City,Florida
"30.19,-97.78",street_address,South Austin,Texas
"30.19,-97.79",premise,South Austin,Texas
"30.20,-85.85",street_address,Panama City Beach,Florida
"30.20,-85.86",street_address,Panama City Beach,Florida
"30.20,-92.06",street_address,Lafayette,Louisiana
"30.20,-97.78",premise,South Austin,Texas
"30.20,-97.79",street_address,South Austin,Texas
"30.21,-85.86",street_address,Panama City Beach,Florida
"30.21,-85.87",street_address,Panama City Beach,Florida
"30.21,-92.05",premise,Lafayette,Louisiana
"30.21,-92.06",street_address,Lafayette,Louisiana
"30.21,-97.79",premise,South Austin,Texas
"30.22,-85.86",street_address,Palmetto Trace,Florida
"30.22,-85.87",clothing_store,Bluefish Drive,Florida
"30.22,-95.51",premise,Alden Bridge,Texas
"30.22,-95.52",premise,Alden Bridge,Texas
"30.22,-95.55",premise,Magnolia,Texas
"30.23,-89.79",street_address,Slidell,Louisiana
"30.23,-89.80",street_address,Slidell,Louisiana
"30.23,-95.55",premise,Magnolia,Texas
"30.23,-95.56",premise,Magnolia,Texas
"30.24,-88.09",street_address,Dauphin Island,Alabama
"30.25,-88.10",premise,Dauphin Island,Alabama
"30.25,-88.13",street_address,Dauphin Island,Alabama
"30.26,-81.38",street_address,Jacksonville Beach,Florida
"30.26,-97.73",premise,East Cesar Chavez,Texas
"30.26,-97.74",street_address,Rainey Street Historic District,Texas
"30.27,-81.38",street_address,The Beaches,Florida
"30.27,-89.76",establishment,Slidell,Louisiana
"30.27,-89.77",street_address,Slidell,Louisiana
"30.27,-89.78",street_address,Slidell,Louisiana
"30.27,-97.73",street_address,Central East Austin,Texas
"30.27,-97.74",street_address,Downtown Austin,Texas
"30.28,-81.38",street_address,The Beaches,Florida
"30.28,-81.39",premise,The Beaches,Florida
"30.28,-81.45",premise,Beach Haven,Florida
"30.28,-81.46",street_address,Beach Haven,Florida
"30.28,-89.77",street_address,Slidell,Louisiana
"30.28,-89.78",street_address,Slidell,Louisiana
"30.29,-81.46",premise,Golden Glades/The Woods,Florida
"30.29,-89.80",street_address,Slidell,Louisiana
"30.29,-89.81",premise,Slidell,Louisiana
"30.36,-97.74",street_address,Allandale,Texas
"30.37,-97.73",premise,North Shoal Creek,Texas
"30.37,-97.74",street_address,North Shoal Creek,Texas
"30.37,-97.75",premise,Austin,Texas
"30.39,-9.59",route,Agadir,Souss Massa
"30.39,-91.05",premise,Baton Rouge,Louisiana
"30.40,-91.12",premise,Highlands/Perkins,Louisiana
"30.40,-91.13",premise,Highlands/Perkins,Louisiana
"30.41,-91.04",premise,Baton Rouge,Louisiana
"30.41,-91.05",premise,Baton Rouge,Louisiana
"30.41,-91.12",street_address,Highlands/Perkins,Louisiana
"30.41,-91.13",street_address,Highlands/Perkins,Louisiana
"30.42,-91.04",premise,Baton Rouge,Louisiana
"30.42,-91.05",street_address,Baton Rouge,Louisiana
"30.42,-91.06",premise,Baton Rouge,Louisiana
"30.42,-91.12",premise,Mid City South,Louisiana
"30.42,-91.13",premise,Highlands/Perkins,Louisiana
"30.43,-84.30",premise,Tallahassee,Florida
"30.44,-97.79",premise,Balcones Village,Texas
"30.46,-84.26",establishment,Tallahassee,Florida
"30.48,-97.73",route,Williamson County,Texas
"30.61,-96.33",premise,Oakwood,Texas
"30.61,-96.34",street_address,College Station,Texas
"30.62,-96.33",route,Brazos County,Texas
"30.62,-96.34",premise,Spence Street,Texas
"30.71,-97.72",street_address,Sun City,Texas
"30.71,-97.73",premise,Sun City,Texas
"30.72,-90.52",street_address,Amite City,Louisiana
"31.26,-92.45",premise,Alexandria,Louisiana
"31.26,-92.46",premise,Alexandria,Louisiana
"31.26,-92.48",street_address,Alexandria,Louisiana
"31.27,-92.45",premise,Alexandria,Louisiana
"31.27,-92.46",clothing_store,Alexandria,Louisiana
"31.27,-92.47",establishment,Alexandria,Louisiana
"31.27,-92.48",premise,Alexandria,Louisiana
"31.31,-96.88",premise,Marlin,Texas
"31.31,-96.89",street_address,Marlin,Texas
"31.32,-96.87",route,Falls County,Texas
"31.32,-96.88",street_address,Marlin,Texas
"31.49,-92.85",route,11,Louisiana
"31.49,-92.86",route,Parish Governing Authority District 10,Louisiana
"31.50,-92.85",street_address,Cloutierville,Louisiana
"31.50,-92.86",street_address,Lena,Louisiana
"31.79,-97.09",street_address,West,Texas
"31.80,-97.08",street_address,West,Texas
"31.80,-97.09",street_address,West,Texas
"31.98,-98.03",street_address,Hico,Texas
"32.03,35.86",route,Amman,Amman Governorate
"32.08,-83.77",street_address,Vienna,Georgia
"32.08,-83.78",street_address,Vienna,Georgia
"32.08,-83.79",premise,Vienna,Georgia
"32.09,-83.78",premise,Vienna,Georgia
"32.09,-83.79",premise,Vienna,Georgia
"32.14,-95.11",street_address,Troup,Texas
"32.14,-95.12",premise,Troup,Texas
"32.14,-95.13",premise,Troup,Texas
"32.15,-95.10",street_address,Troup,Texas
"32.15,-95.11",premise,Troup,Texas
"32.18,-80.71",premise,Hilton Head Island,South Carolina
"32.19,-80.69",street_address,Hilton Head Island,South Carolina
"32.20,-80.69",bar,Hilton Head Island,South Carolina
"32.21,-80.72",street_address,Hilton Head Island,South Carolina
"32.21,-80.73",street_address,Hilton Head Island,South Carolina
"32.21,-80.76",street_address,Hilton Head Island,South Carolina
"32.21,-80.77",street_address,Hilton Head Island,South Carolina
"32.21,-98.21",premise,Stephenville,Texas
"32.21,-98.22",premise,Erath County,Texas
"32.22,-80.70",premise,Hilton Head Island,South Carolina
"32.22,-80.77",premise,Hilton Head Island,South Carolina
"32.22,-98.21",street_address,Stephenville,Texas
"32.22,-98.22",street_address,Stephenville,Texas
"32.23,-80.68",premise,Hilton Head Island,South Carolina
"32.24,-80.68",street_address,Hilton Head Island,South Carolina
"32.29,-101.30",street_address,Coahoma,Texas
"32.30,-83.76",street_address,Elko,Georgia
"32.31,-95.24",street_address,Tyler,Texas
"32.31,-95.25",premise,Tyler,Texas
"32.32,-110.84",street_address,Ventana Canyon Estates,Arizona
"32.32,-110.85",premise,Whaleback Ridge Estates At Ventana Canyon,Arizona
"32.33,-95.26",premise,Tyler,Texas
"32.34,34.91",route,Center District,Center District
"32.37,15.08",route,Misrata District,Misrata District
"32.37,15.09",premise,Misrata District,Misrata District
"32.38,15.08",route,Misrata District,Misrata District
"32.38,15.09",route,Misrata District,Misrata District
"32.40,-104.23",premise,Carlsbad,New Mexico
"32.40,-110.93",street_address,Pusch Ridge,Arizona
"32.40,-110.94",street_address,Fairfield's Pusch Ridge,Arizona
"32.40,-97.38",street_address,Cleburne,Texas
"32.40,-97.39",street_address,Cleburne,Texas
"32.41,-104.23",establishment,Carlsbad,New Mexico
"32.41,-110.93",street_address,Oro Valley,Arizona
"32.41,-110.94",street_address,Oro Valley,Arizona
"32.45,-97.03",route,Midlothian,Texas
"32.46,-96.56",premise,Ennis,Texas
"32.46,-97.03",street_address,Midlothian,Texas
"32.47,-96.55",premise,Ennis,Texas
"32.47,-96.56",premise,Ennis,Texas
"32.57,-117.11",premise,Imperial Beach,California
"32.58,-117.11",street_address,Imperial Beach,California
"32.58,-117.13",premise,Imperial Beach,California
"32.60,-97.15",street_address,Mansfield,Texas
"32.61,-116.95",street_address,Otay Ranch,California
"32.61,-116.96",street_address,Otay Ranch,California
"32.61,-116.99",street_address,Otay Ranch,California
"32.61,-97.14",premise,Mansfield,Texas
"32.61,-97.15",premise,Mansfield,Texas
"32.62,-116.94",street_address,Chula Vista,California
"32.62,-116.95",street_address,Otay Ranch,California
"32.62,-116.96",street_address,Otay Ranch,California
"32.63,-117.08",street_address,Chula Vista,California
"32.64,-116.96",street_address,Eastlake Greens,California
"32.65,-116.96",doctor,Eastlake Business Center,California
"32.66,-85.33",street_address,Opelika,Alabama
"32.66,-85.34",street_address,Opelika,Alabama
"32.66,-85.35",street_address,Opelika,Alabama
"32.66,-85.36",establishment,Opelika,Alabama
"32.66,-97.20",premise,Southwest Arlington,Texas
"32.66,-97.21",premise,Southwest Arlington,Texas
"32.67,-117.10",street_address,National City,California
"32.67,-85.33",street_address,Opelika,Alabama
"32.67,-85.34",street_address,Opelika,Alabama
"32.67,-85.35",street_address,Opelika,Alabama
"32.67,-97.20",premise,Southwest Arlington,Texas
"32.67,-97.21",route,Tarrant County,Texas
"32.68,-117.17",street_address,Coronado,California
"32.68,-117.18",establishment,Coronado,California
"32.68,-97.11",street_address,East Arlington,Texas
"32.69,-117.12",establishment,Barrio Logan,California
"32.69,-117.13",route,San Diego,California
"32.69,-117.17",premise,Coronado,California
"32.69,-117.18",street_address,Coronado,California
"32.69,-97.01",street_address,Grand Prairie,Texas
"32.69,-97.02",street_address,Grand Prairie,Texas
"32.70,-97.01",street_address,Grand Prairie,Texas
"32.70,-97.02",premise,Grand Prairie,Texas
"32.71,-117.16",premise,Gaslamp Quarter,California
"32.72,-116.90",street_address,Jamul,California
"32.72,-116.91",street_address,Spring Valley,California
"32.72,-117.14",establishment,Balboa Park,California
"32.72,-117.15",establishment,Cortez Hill,California
"32.72,-117.17",establishment,Little Italy,California
"32.72,-117.21",street_address,Point Loma,California
"32.72,-117.22",establishment,San Diego,California
"32.73,-116.90",street_address,Jamul,California
"32.73,-116.93",street_address,El Cajon,California
"32.73,-116.94",establishment,Millar Ranch Road,California
"32.73,-117.14",street_address,Balboa Park,California
"32.73,-117.15",premise,Balboa Park,California
"32.73,-117.21",street_address,Point Loma,California
"32.73,-96.85",premise,Oak Cliff,Texas
"32.74,-116.91",street_address,Jamul,California
"32.74,-116.92",premise,El Cajon,California
"32.74,-116.93",locality,California,California
"32.74,-116.94",premise,El Cajon,California
"32.74,-117.20",route,San Diego,California
"32.74,-117.21",establishment,Point Loma,California
"32.74,-117.22",premise,Point Loma,California
"32.74,-96.86",premise,Oak Cliff,Texas
"32.75,-117.18",premise,Mission Hills,California
"32.75,-117.21",street_address,Midway District,California
"32.75,-117.22",premise,Point Loma,California
"32.75,-97.32",street_address,Fort Worth,Texas
"32.75,-97.33",establishment,Fort Worth,Texas
"32.76,-117.25",premise,Mission Beach,California
"32.76,-97.40",establishment,Riverbend,Texas
"32.76,130.59",route,Shinminato,Kumamoto
"32.77,-116.92",premise,El Cajon,California
"32.77,-117.18",street_address,Linda Vista,California
"32.77,-117.25",route,San Diego,California
"32.77,-96.79",street_address,Cedars,Texas
"32.77,-96.80",street_address,Cedars,Texas
"32.77,130.74",premise,3-chōme,Kumamoto
"32.78,-116.92",premise,El Cajon,California
"32.78,-117.18",premise,Linda Vista,California
"32.78,-117.25",establishment,Mission Bay,California
"32.78,-96.79",premise,Dallas Downtown Historic District,Texas
"32.78,-96.80",street_address,Dallas Downtown Historic District,Texas
"32.78,130.74",establishment,Ezu,Kumamoto
"32.78,130.75",premise,4-chōme,Kumamoto
"32.79,-116.92",establishment,Granite Hills,California
"32.79,-116.93",premise,El Cajon,California
"32.79,-116.95",street_address,El Cajon,California
"32.79,-116.96",premise,El Cajon,California
"32.79,-117.21",premise,Mission Bay,California
"32.79,-117.25",premise,Pacific Beach,California
"32.79,-96.81",street_address,Victory Park,Texas
"32.79,130.75",premise,1-chōme,Kumamoto
"32.80,-116.92",street_address,El Cajon,California
"32.80,-116.96",street_address,El Cajon,California
"32.80,-117.15",premise,Birdland,California
"32.80,130.70",premise,2,Kumamoto
"32.81,-96.71",premise,Dallas,Texas
"32.81,-96.72",premise,Forest Hills,Texas
"32.82,-115.58",premise,Imperial,California
"32.82,-116.89",route,San Diego County,California
"32.82,-116.90",premise,Granite Hills,California
"32.82,-117.14",street_address,Kearny Mesa,California
"32.82,-96.71",premise,Little Forest Hills,Texas
"32.82,-96.72",street_address,Dallas,Texas
"32.82,-97.39",street_address,Fort Worth,Texas
"32.83,-117.27",premise,La Jolla,California
"32.83,-83.60",route,Bibb County,Georgia
"32.83,-83.62",establishment,Macon,Georgia
"32.83,-83.63",street_address,Macon,Georgia
"32.83,-83.64",street_address,Macon,Georgia
"32.83,-96.71",route,Dallas County,Texas
"32.83,-97.39",route,Tarrant County,Texas
"32.84,-117.27",premise,La Jolla,California
"32.84,-83.60",route,Bibb County,Georgia
"32.84,-83.62",route,Bibb County,Georgia
"32.85,-116.93",premise,Lakeside,California
"32.85,-117.27",premise,La Jolla,California
"32.85,-83.61",street_address,Macon,Georgia
"32.85,-83.62",street_address,Macon,Georgia
"32.85,130.78",premise,7,Kumamoto
"32.86,-83.61",establishment,Macon,Georgia
"32.86,-84.33",street_address,Thomaston,Georgia
"32.86,-96.67",street_address,Dallas,Texas
"32.86,-96.93",street_address,Las Colinas,Texas
"32.86,-96.94",street_address,Las Colinas,Texas
"32.86,-97.15",premise,Bedford,Texas
"32.86,130.58",route,Tamana,Kumamoto
"32.86,130.78",street_address,2-chōme,Kumamoto
"32.87,-117.13",route,San Diego,California
"32.87,-83.76",premise,Macon,Georgia
"32.87,-84.31",street_address,Thomaston,Georgia
"32.87,-84.32",street_address,Thomaston,Georgia
"32.87,-84.33",premise,Thomaston,Georgia
"32.87,-96.93",street_address,Las Colinas,Texas
"32.87,-97.28",premise,Summerfields,Texas
"32.87,-97.29",premise,Summerfields,Texas
"32.88,-117.13",route,San Diego,California
"32.88,-117.14",route,San Diego,California
"32.88,-83.76",premise,Macon,Georgia
"32.88,-84.31",street_address,Thomaston,Georgia
"32.88,-84.32",street_address,Thomaston,Georgia
"32.88,-84.33",premise,Thomaston,Georgia
"32.88,-97.28",premise,Fort Worth,Texas
"32.88,-97.29",establishment,Fort Worth,Texas
"32.89,-117.12",street_address,Miramar,California
"32.89,-117.13",street_address,Miramar,California
"32.89,-84.31",street_address,Thomaston,Georgia
"32.89,-84.32",premise,Thomaston,Georgia
"32.89,-84.33",premise,Thomaston,Georgia
"32.89,-96.74",premise,Lake Highlands,Texas
"32.89,-96.75",street_address,Vickery Meadow,Texas
"32.89,-96.95",establishment,Las Colinas,Texas
"32.89,-96.96",premise,Las Colinas,Texas
"32.89,-97.25",premise,Watauga,Texas
"32.89,-97.29",premise,Summerfields,Texas
"32.89,130.57",street_address,Tamana,Kumamoto
"32.90,-83.71",premise,Macon,Georgia
"32.90,-83.72",premise,Macon,Georgia
"32.90,-83.73",street_address,Macon,Georgia
"32.90,-83.74",street_address,Macon,Georgia
"32.90,-84.28",premise,Thomaston,Georgia
"32.90,-84.29",street_address,Thomaston,Georgia
"32.90,-84.31",street_address,Thomaston,Georgia
"32.90,-84.32",street_address,Thomaston,Georgia
"32.90,-84.33",premise,Thomaston,Georgia
"32.90,-84.34",cemetery,Thomaston,Georgia
"32.90,-96.57",premise,Rowlett,Texas
"32.90,-96.58",premise,Rowlett,Texas
"32.90,-96.70",premise,Lake Highlands,Texas
"32.90,-96.95",premise,Las Colinas,Texas
"32.90,-97.30",premise,Fort Worth,Texas
"32.90,-97.32",car_repair,Fort Worth,Texas
"32.90,-97.33",car_repair,Fort Worth,Texas
"32.90,130.57",street_address,Tamana,Kumamoto
"32.91,-117.07",premise,Scripps Ranch,California
"32.91,-79.79",premise,Mount Pleasant,South Carolina
"32.91,-84.31",street_address,Thomaston,Georgia
"32.91,-84.32",route,Thomaston,Georgia
"32.91,-84.33",premise,Thomaston,Georgia
"32.91,-97.18",premise,Colleyville,Texas
"32.91,-97.32",street_address,Fort Worth,Texas
"32.91,-97.33",street_address,Fort Worth,Texas
"32.91,130.51",premise,Tamana,Kumamoto
"32.91,130.52",premise,Tamana,Kumamoto
"32.91,130.56",street_address,Tamana,Kumamoto
"32.91,130.61",premise,Tamana,Kumamoto
"32.91,130.62",premise,Gyokuto,Kumamoto
"32.92,-117.07",premise,Scripps Ranch,California
"32.92,-83.78",premise,Macon,Georgia
"32.92,-84.29",street_address,Thomaston,Georgia
"32.92,-84.31",premise,Thomaston,Georgia
"32.92,-84.33",street_address,Thomaston,Georgia
"32.92,-84.34",premise,Thomaston,Georgia
"32.92,-96.94",route,Irving,Texas
"32.92,-96.95",street_address,Valley Ranch,Texas
"32.92,-97.19",street_address,Keller,Texas
"32.92,-97.20",premise,Keller,Texas
"32.92,-97.21",premise,Keller,Texas
"32.92,-97.24",premise,Keller,Texas
"32.92,-97.25",premise,Keller,Texas
"32.92,-97.26",premise,Keller,Texas
"32.92,130.43",route,Nagasu,Kumamoto
"32.92,130.44",political,Tamana District,Kumamoto
"32.92,130.46",premise,Nagasu,Kumamoto
"32.92,130.51",premise,Tamana,Kumamoto
"32.92,130.52",premise,Tamana,Kumamoto
"32.92,130.54",establishment,Tamana,Kumamoto
"32.92,130.55",route,Tamana,Kumamoto
"32.92,130.56",premise,Tamana,Kumamoto
